hotel_uid,review_uid,additional_scoring,flag_processed,flag_validated,negative_review,negative_review_words,positive_review,positive_review_words,reviewer_nationality,reviewer_reviews_count,reviewer_score
e3680710-799d-46c4-9aa0-2c9c6b979a6c,25864700-2b5b-11b2-8080-808080808080,628,,, Only one bottle of water and one glass got a double room Hello Would like a bath sheet rather than small bath towel,24, Bed very comfy ,5, United Kingdom ,3,7.5
e3680710-799d-46c4-9aa0-2c9c6b979a6c,5609ef00-2b59-11b2-8080-808080808080,628,,, Not a good location with 2 young kids A long way to nearest tube station they say 10 mins but it s 15 A lot of bus hopping done It s now Crown Plaza group not Holiday Inn Swimming pool freezing cold costs extra each day Room didn t have enough bath towels for all of us or tea making facilities biscuits TV problems apparently just this weekend really annoying ,72, Staff very helpful in reception and breakfast lounge Clean tidy contemporary furniture fittings Comfy beds Great choices for breakfast,20, United Kingdom ,3,6.7
e3680710-799d-46c4-9aa0-2c9c6b979a6c,ed8cc700-2b57-11b2-8080-808080808080,628,,, The only minor minus was 15 minutes walk to the nearest underground station But still not something big really ,21, Very clean and comfortable room Great Belgo restaurant downstairs if you only are fan of Belgian beer Everything as it should be in a good hotel ,28, Poland ,8,9.2
e3680710-799d-46c4-9aa0-2c9c6b979a6c,4b982700-2b52-11b2-8080-808080808080,628,,, Not the best view,5, Wine glasses were fab we had a quick drink before we headed out We stayed in a refurbished room the bathroom and beds were wonderful we had a great night s sleep Staff were really friendly and ever so helpful in getting us a taxi organised ,48, United Kingdom ,1,10.0
e3680710-799d-46c4-9aa0-2c9c6b979a6c,f51fee00-2b3b-11b2-8080-808080808080,628,,, I couldn t open the window for fresh air ,11, I liked being able to control the room temperature and the room was very comfortable ,17, United Kingdom ,2,8.8
e3680710-799d-46c4-9aa0-2c9c6b979a6c,59232e00-2b3a-11b2-8080-808080808080,628,,,No Negative,0, Great hotel gym ,5, Netherlands ,2,7.1
e3680710-799d-46c4-9aa0-2c9c6b979a6c,e7b23600-2b32-11b2-8080-808080808080,628,,, layout in lobby area was poor sliding doors were not open twice bar downstairs was not in keeping with the standard in the rest of the hotel,28, nice room,3, Ireland ,1,5.8
e3680710-799d-46c4-9aa0-2c9c6b979a6c,80b30600-2b32-11b2-8080-808080808080,628,,,No Negative,0, Nice clean hotel and great English breakfast ,9, Taiwan ,27,7.5
e3680710-799d-46c4-9aa0-2c9c6b979a6c,e4b64600-2b30-11b2-8080-808080808080,628,,, The dining room was really small and very littleroom to move felt like every inch of space was a table so couldn t walk around easily The first day we ended up in a small alternative room The toast was cooked and brought down so was cold ,49, Lovely comfortable rooms and a nice hotel ,9, United Kingdom ,6,6.7
e3680710-799d-46c4-9aa0-2c9c6b979a6c,ab3ece00-2b2c-11b2-8080-808080808080,628,,, took 5 requests to get the sofa bed made into a sofa even having booked it however the receptionist was very good ,24, the shower was good the hotel was clean and friendly and modern,13, United Kingdom ,17,7.5
e3680710-799d-46c4-9aa0-2c9c6b979a6c,00565e00-2b21-11b2-8080-808080808080,628,,, The towels were very coarse,6, The style of the rooms were great and very clean ,12, United Kingdom ,1,10.0
e3680710-799d-46c4-9aa0-2c9c6b979a6c,2f5c0e00-2b1e-11b2-8080-808080808080,628,,, Elevators not working to capacity Had to carry bags one level,12, Comfortable bed clean room bathroom,6, Australia ,1,7.9
e3680710-799d-46c4-9aa0-2c9c6b979a6c,c6dee600-2b1c-11b2-8080-808080808080,628,,,No Negative,0, This hotel was excellent clean and comfortable,8, United Kingdom ,2,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,5e61be00-2b1b-11b2-8080-808080808080,628,,, booked the hotel solely on the strength that there was parking and a punch bag in the gym arrived at the hotel to find there was neither parking was unavailable due to refurbishment forcing us to use a NCP car park down the road for 28 per night punch bag had been taken down ages ago according to member of staff on the gym desk although still showed it being up in the hotel pics,76, rooms where pretty nicely furnished,6, United Kingdom ,1,6.7
e3680710-799d-46c4-9aa0-2c9c6b979a6c,5869de00-2b17-11b2-8080-808080808080,628,,, Work been carried out at hotel which I was aware but not the fact car park will be closed also Should have been clearer prior to booking Closest car park 5 mins walk not great about 4am in the morning with rain Hotel car park is very small not many parking spaces ,54, Good location heart of central London close approximity of to do things in London ,16, United Kingdom ,1,6.3
e3680710-799d-46c4-9aa0-2c9c6b979a6c,8816e700-2b13-11b2-8080-808080808080,628,,, Reception bar and restaurant area are all being refurbished later this year which will bring them up to the standard of the rest of the refurbed rooms ,29, The newly refurbished bedroom and shower room were great Very comfy bed spacious room excellent shower Would definitely stay here again Great to have the spa facilities,28, United Kingdom ,7,9.2
e3680710-799d-46c4-9aa0-2c9c6b979a6c,8698ef00-2b12-11b2-8080-808080808080,628,,, The female Reception staff English speaking levels weren t great had to get them to repeat questions on a few occasions Walls were obviously very thin because we had the room next door complain that we were laughing to loudly at 11pm however come 8am the next morning their baby woke us up with its crying double edged sword really Hotel isnt a close walk to a Tube station nor is it located with any real tourist points of interest I personally dont care about that as im a Londoner but i do feel its location is abit of a pain because you have to get a Bus to the nearest tube if your not a fan of rain or walking ,123, The room was very clean and modern Lovely bathroom Sofa and double bed decent sized TV and good blacked out curtains ,23, United Kingdom ,6,7.1
e3680710-799d-46c4-9aa0-2c9c6b979a6c,501d6700-2b10-11b2-8080-808080808080,628,,, Nothing was all good,5, The refurbished rooms are very nice indeed and bathroom was lovely Staff very friendly and breakfast was superb ,20, United Kingdom ,4,9.2
e3680710-799d-46c4-9aa0-2c9c6b979a6c,e4a44f00-2b0c-11b2-8080-808080808080,628,,, for a large luxury hotel very tight with their complimentary items Had a double room with 1 bottle of still and 1 bottle of sparkling water 1 kitkat and 1 packet of biscuits containing 2 biscuits with the coffee tea ,42, location brilliant for the O2 islington Very quiet area but close to the center of London if you were here a while,23, United Kingdom ,3,9.2
e3680710-799d-46c4-9aa0-2c9c6b979a6c,07ba3f00-2b02-11b2-8080-808080808080,628,,, Shower placement allows water on bathroom floor,8, Refurb rooms are better,5, United Kingdom ,1,7.5
e3680710-799d-46c4-9aa0-2c9c6b979a6c,fd487700-2afa-11b2-8080-808080808080,628,,,No Negative,0, Very good value for the money we paid and this in central London Clean comfortable and with amenities like a pool we didn t have the time to use it unfortunately Will definitely come back and spend more time here ,42, United Kingdom ,6,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,fbca7f00-2af9-11b2-8080-808080808080,628,,, Shaby tables in restaurant not pleasant for having breakfast dinner,11, Well trained staff very fast registration table no queing,10, Russia ,17,5.8
e3680710-799d-46c4-9aa0-2c9c6b979a6c,934d5700-2af8-11b2-8080-808080808080,628,,, They put us in a diabled room for some reason the walls were so thin you heard everything soup dispenser empty hair dryer not working ,27, Nothing to shout about ,6, United Kingdom ,2,5.4
e3680710-799d-46c4-9aa0-2c9c6b979a6c,f52b4600-2af6-11b2-8080-808080808080,628,,,No Negative,0, very comfy,3, United Kingdom ,10,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,a3c25700-2abe-11b2-8080-808080808080,628,,, No coat hooks in bedroom Breakfast food was passable have recently had better breakfast buffet at another hotel My partner thought the hash browns were too greasy ,29, Hotel room was very clean and fresh also the gym and swimming pool was very impressive Location very near Kings Cross a 10 brisk minute walk ,28, United Kingdom ,1,8.3
17d57655-1268-4083-bbbb-00765976da5d,ccd6c600-2b20-11b2-8080-808080808080,175,,, Breakfast,2, A bit too expensive altogether but nearby center 20 minutes walk to several other touristic locations and railway station peaceful across the nice park ,26, Serbia ,4,9.2
759de6ae-1d26-4d26-a5c3-77f22de7e9ca,1e1bc700-2b11-11b2-8080-808080808080,44,,,No Negative,0, Me and my hasband stay 4 days in milano in the class and luxury hotel Thetown house hotel excellent staff excellent location with very beutefull view Surly when i back to milano i will back to my hotel house town and i will advise all my family and friends about that ,53, Qatar ,1,10.0
759de6ae-1d26-4d26-a5c3-77f22de7e9ca,934d5700-2af8-11b2-8080-808080808080,44,,, The breakfast is rather poor for a 5 star hotel and for the overall price ,17, Amazing view of the Duomo the best location in Milan Very high tech room minimalist design I loved it The toiletries were amazing high quality and with a beautiful amber fragrance and organic zero paraben etc ,38, Romania ,14,9.6
536076f8-ca2c-42c6-9fb8-4d19d08dd44d,42c1a600-2b2b-11b2-8080-808080808080,114,,, Room wasn t so clean A lot of things was broken and old Absolutely not comfortable bed and sheets And they tried to scam me for 45 euros ,30, Room wasn t small ,6, Czech Republic ,4,3.8
536076f8-ca2c-42c6-9fb8-4d19d08dd44d,68d38600-2b22-11b2-8080-808080808080,114,,, The air conditioning was non functional which made the room uncomfortable ,13, The location was excellent The room including the washroom was clean and tidy ,15, India ,2,6.7
536076f8-ca2c-42c6-9fb8-4d19d08dd44d,39bbdf00-2b01-11b2-8080-808080808080,114,,, The air conditioning had a strange Odor ,9, The room was clean and comfortable for one person but small The bed very comfortable which was appreciated after a long day of walking ,26, Netherlands ,1,6.7
536076f8-ca2c-42c6-9fb8-4d19d08dd44d,9dbf1f00-2aff-11b2-8080-808080808080,114,,, The holder of the Toilette paper is out of order and the TV was not working ,18,No Positive,0, Germany ,1,9.2
536076f8-ca2c-42c6-9fb8-4d19d08dd44d,62c9af00-2afa-11b2-8080-808080808080,114,,, Very hot and stuffy,5, Ideal location for the RAI,6, United Kingdom ,12,7.9
536076f8-ca2c-42c6-9fb8-4d19d08dd44d,83ba4e00-2aef-11b2-8080-808080808080,114,,, Basic services nothing more,5, Good location near the city center ,8, Italy ,6,5.8
6dcc50f5-f6ca-4a66-bf0d-e490a11cd64e,ca88ce00-2b86-11b2-8080-808080808080,160,,,No Negative,0, Very good staff and good service,7, United Kingdom ,3,10.0
6dcc50f5-f6ca-4a66-bf0d-e490a11cd64e,acb16e00-2b72-11b2-8080-808080808080,160,,,No Negative,0, I am a single female traveler staff was very helpful and professional with recommendations suggestions transport etc Location is central and in a safe neighborhood Room was well appointed comfortable and clean ,34, United States of America ,2,10.0
6dcc50f5-f6ca-4a66-bf0d-e490a11cd64e,d2c34e00-2b69-11b2-8080-808080808080,160,,, Entering the room while do not disturb sign is on ,12, Amazing staff free WIFI device very comfertable ,9, Saudi Arabia ,7,9.2
6dcc50f5-f6ca-4a66-bf0d-e490a11cd64e,bb967f00-2b13-11b2-8080-808080808080,160,,, A bit far from touristic area,7, Amazing design Hotel got the duplex suite funky classy new extra clean perfect service great wifi excellent breakfast and quiet surroundings ,23, United Arab Emirates ,9,10.0
6dcc50f5-f6ca-4a66-bf0d-e490a11cd64e,fd487700-2afa-11b2-8080-808080808080,160,,, We had a classic room which was tiny simply not big enough for any 5 star hotel room ,20, Wonderful staff bed amazingly comfortable ,7, Ireland ,14,7.5
1671f15c-4197-40e4-b60c-a0f9bcaeeefc,a0cd0600-2b25-11b2-8080-808080808080,74,,, Nothing,2, The hotel was close to the central railway station and in a quiet street but close to restaurants and a supermarket ,23, South Africa ,47,8.3
1671f15c-4197-40e4-b60c-a0f9bcaeeefc,4a258700-2b0c-11b2-8080-808080808080,74,,, The area was a little dangerous in the night,10, Nice breakfast very quite hotel the lady in the breakfast she was very sweet and very kind,18, Greece ,6,7.1
4d051e2b-36d1-4414-bbee-739ef66f3af7,1232a600-2b72-11b2-8080-808080808080,278,,, Air conditioner didn t work Road construction right outside room staff wouldn t honor booking rate to extend our stay,21, Room size,3, United States of America ,1,5.8
4d051e2b-36d1-4414-bbee-739ef66f3af7,004b0600-2b66-11b2-8080-808080808080,278,,,No Negative,0, Clean hotel with modern facilities and comfortable beds,9, France ,2,9.6
4d051e2b-36d1-4414-bbee-739ef66f3af7,2a28d600-2af8-11b2-8080-808080808080,278,,,No Negative,0, good location and service,5, United Kingdom ,15,10.0
4d051e2b-36d1-4414-bbee-739ef66f3af7,823c5600-2aee-11b2-8080-808080808080,278,,, Lack of facilities but a restaurant and bar almost next door,12, Location and building,4, United Kingdom ,10,7.5
e51766c7-23e5-4bc8-b7cf-47133acb1236,b7233600-2b79-11b2-8080-808080808080,334,,, There is nothing I can pick fault with,9, The hotel was modern and clean The location was excellent right next to the shops and cafes and a 10 minute walk down to the port 20 minutes to the beach There are excellent restaurants with 5 10 minute walking distance All travel links 2 minutes around the corner from the hotel there is the metro trains buses and taxied Being in a busy area you can t hear any noise from outside at night The hotel staff were friendly and helpful Would highly recommend staying here well worth every penny ,93, United Kingdom ,4,10.0
e51766c7-23e5-4bc8-b7cf-47133acb1236,fecd0e00-2b64-11b2-8080-808080808080,191,,,No Negative,0, The staff felt like family The hotel felt like home ,12, United States of America ,1,10.0
e51766c7-23e5-4bc8-b7cf-47133acb1236,b4154f00-2b53-11b2-8080-808080808080,334,,, Not much food choice but not really an issue as there are various choices around,16, Clean and nice room good location friendly staff,9, Philippines ,1,10.0
